genHour,generationPerHour,kpxGenid,reservedCapacity,tradeDay,lat,lon
18,87.12,AJ85,986.31,2024-07-12,33.3457343,126.2870553
19,86.4,AJ85,986.31,2024-07-12,33.3457343,126.2870553
2,0,AJ85,986.31,2024-07-12,33.3457343,126.2870553
20,13.68,AJ85,986.31,2024-07-12,33.3457343,126.2870553
21,0,AJ85,986.31,2024-07-12,33.3457343,126.2870553
22,0,AJ85,986.31,2024-07-12,33.3457343,126.2870553
23,0,AJ85,986.31,2024-07-12,33.3457343,126.2870553
24,0,AJ85,986.31,2024-07-12,33.3457343,126.2870553
3,0,AJ85,986.31,2024-07-12,33.3457343,126.2870553
4,0,AJ85,986.31,2024-07-12,33.3457343,126.2870553
5,0,AJ85,986.31,2024-07-12,33.3457343,126.2870553
6,0.72,AJ85,986.31,2024-07-12,33.3457343,126.2870553
7,28.8,AJ85,986.31,2024-07-12,33.3457343,126.2870553
8,118.8,AJ85,986.31,2024-07-12,33.3457343,126.2870553
10,437.76,AJ85,986.31,2024-07-12,33.3457343,126.2870553
1,0,AK65,428.22,2024-07-12,33.36110809,126.2870227
9,128.6,AK65,428.22,2024-07-12,33.36110809,126.2870227
11,229.2,AK65,428.22,2024-07-12,33.36110809,126.2870227
12,25.6,AK65,428.22,2024-07-12,33.36110809,126.2870227
13,93.2,AK65,428.22,2024-07-12,33.36110809,126.2870227
14,56,AK65,428.22,2024-07-12,33.36110809,126.2870227
15,33.6,AK65,428.22,2024-07-12,33.36110809,126.2870227
16,94,AK65,428.22,2024-07-12,33.36110809,126.2870227
17,98.8,AK65,428.22,2024-07-12,33.36110809,126.2870227
18,45.4,AK65,428.22,2024-07-12,33.36110809,126.2870227
19,32.8,AK65,428.22,2024-07-12,33.36110809,126.2870227
2,0,AK65,428.22,2024-07-12,33.36110809,126.2870227
20,6.6,AK65,428.22,2024-07-12,33.36110809,126.2870227
21,0,AK65,428.22,2024-07-12,33.36110809,126.2870227
22,0,AK65,428.22,2024-07-12,33.36110809,126.2870227
23,0,AK65,428.22,2024-07-12,33.36110809,126.2870227
24,0,AK65,428.22,2024-07-12,33.36110809,126.2870227
3,0,AK65,428.22,2024-07-12,33.36110809,126.2870227
4,0,AK65,428.22,2024-07-12,33.36110809,126.2870227
5,0,AK65,428.22,2024-07-12,33.36110809,126.2870227
6,0.2,AK65,428.22,2024-07-12,33.36110809,126.2870227
7,12.4,AK65,428.22,2024-07-12,33.36110809,126.2870227
8,52.4,AK65,428.22,2024-07-12,33.36110809,126.2870227
10,190.4,AK65,428.22,2024-07-12,33.36110809,126.2870227
1,0,AM06,961.74,2024-07-12,33.4096075,126.80305229
9,360.72,AM06,961.74,2024-07-12,33.4096075,126.80305229
11,529.92,AM06,961.74,2024-07-12,33.4096075,126.80305229
12,87.12,AM06,961.74,2024-07-12,33.4096075,126.80305229
13,67.68,AM06,961.74,2024-07-12,33.4096075,126.80305229
14,87.84,AM06,961.74,2024-07-12,33.4096075,126.80305229
15,241.2,AM06,961.74,2024-07-12,33.4096075,126.80305229
16,140.4,AM06,961.74,2024-07-12,33.4096075,126.80305229
17,133.92,AM06,961.74,2024-07-12,33.4096075,126.80305229
18,121.68,AM06,961.74,2024-07-12,33.4096075,126.80305229
19,65.52,AM06,961.74,2024-07-12,33.4096075,126.80305229
2,0,AM06,961.74,2024-07-12,33.4096075,126.80305229
20,12.96,AM06,961.74,2024-07-12,33.4096075,126.80305229
21,0,AM06,961.74,2024-07-12,33.4096075,126.80305229
22,0,AM06,961.74,2024-07-12,33.4096075,126.80305229
23,0,AM06,961.74,2024-07-12,33.4096075,126.80305229
24,0,AM06,961.74,2024-07-12,33.4096075,126.80305229
3,0,AM06,961.74,2024-07-12,33.4096075,126.80305229
4,0,AM06,961.74,2024-07-12,33.4096075,126.80305229
5,0,AM06,961.74,2024-07-12,33.4096075,126.80305229
6,0.72,AM06,961.74,2024-07-12,33.4096075,126.80305229
7,49.68,AM06,961.74,2024-07-12,33.4096075,126.80305229
8,149.76,AM06,961.74,2024-07-12,33.4096075,126.80305229
10,542.16,AM06,961.74,2024-07-12,33.4096075,126.80305229
1,0,AM05,877.5,2024-07-12,33.4091956,126.80288359
9,326.16,AM05,877.5,2024-07-12,33.4091956,126.80288359
11,470.88,AM05,877.5,2024-07-12,33.4091956,126.80288359
12,83.52,AM05,877.5,2024-07-12,33.4091956,126.80288359
13,62.64,AM05,877.5,2024-07-12,33.4091956,126.80288359
14,84.24,AM05,877.5,2024-07-12,33.4091956,126.80288359
15,227.52,AM05,877.5,2024-07-12,33.4091956,126.80288359
16,133.2,AM05,877.5,2024-07-12,33.4091956,126.80288359
17,126,AM05,877.5,2024-07-12,33.4091956,126.80288359
18,115.92,AM05,877.5,2024-07-12,33.4091956,126.80288359
19,61.2,AM05,877.5,2024-07-12,33.4091956,126.80288359
2,0,AM05,877.5,2024-07-12,33.4091956,126.80288359
20,12.96,AM05,877.5,2024-07-12,33.4091956,126.80288359
21,0,AM05,877.5,2024-07-12,33.4091956,126.80288359
22,0,AM05,877.5,2024-07-12,33.4091956,126.80288359
23,0,AM05,877.5,2024-07-12,33.4091956,126.80288359
24,0,AM05,877.5,2024-07-12,33.4091956,126.80288359
3,0,AM05,877.5,2024-07-12,33.4091956,126.80288359
4,0,AM05,877.5,2024-07-12,33.4091956,126.80288359
5,0,AM05,877.5,2024-07-12,33.4091956,126.80288359
6,0.72,AM05,877.5,2024-07-12,33.4091956,126.80288359
7,45.36,AM05,877.5,2024-07-12,33.4091956,126.80288359
8,139.68,AM05,877.5,2024-07-12,33.4091956,126.80288359
10,493.92,AM05,877.5,2024-07-12,33.4091956,126.80288359
1,0,AM07,996.84,2024-07-12,33.5065892,126.81633509
9,236.16,AM07,996.84,2024-07-12,33.5065892,126.81633509
11,632.16,AM07,996.84,2024-07-12,33.5065892,126.81633509
12,424.08,AM07,996.84,2024-07-12,33.5065892,126.81633509
13,101.52,AM07,996.84,2024-07-12,33.5065892,126.81633509
14,79.92,AM07,996.84,2024-07-12,33.5065892,126.81633509
15,105.84,AM07,996.84,2024-07-12,33.5065892,126.81633509
16,158.4,AM07,996.84,2024-07-12,33.5065892,126.81633509
17,120.96,AM07,996.84,2024-07-12,33.5065892,126.81633509
18,116.64,AM07,996.84,2024-07-12,33.5065892,126.81633509
19,57.6,AM07,996.84,2024-07-12,33.5065892,126.81633509
2,0,AM07,996.84,2024-07-12,33.5065892,126.81633509
20,12.96,AM07,996.84,2024-07-12,33.5065892,126.81633509
21,0,AM07,996.84,2024-07-12,33.5065892,126.81633509
22,0,AM07,996.84,2024-07-12,33.5065892,126.81633509
23,0,AM07,996.84,2024-07-12,33.5065892,126.81633509
24,0,AM07,996.84,2024-07-12,33.5065892,126.81633509
3,0,AM07,996.84,2024-07-12,33.5065892,126.81633509
4,0,AM07,996.84,2024-07-12,33.5065892,126.81633509
5,0,AM07,996.84,2024-07-12,33.5065892,126.81633509
6,0.72,AM07,996.84,2024-07-12,33.5065892,126.81633509
7,41.04,AM07,996.84,2024-07-12,33.5065892,126.81633509
8,154.08,AM07,996.84,2024-07-12,33.5065892,126.81633509
10,503.28,AM07,996.84,2024-07-12,33.5065892,126.81633509
1,0,AA41,918,2024-07-12,33.36680921963808,126.77113
9,301.68,AA41,918,2024-07-12,33.36680921963808,126.77113
11,383.76,AA41,918,2024-07-12,33.36680921963808,126.77113
12,116.64,AA41,918,2024-07-12,33.36680921963808,126.77113
13,93.6,AA41,918,2024-07-12,33.36680921963808,126.77113
14,151.2,AA41,918,2024-07-12,33.36680921963808,126.77113
15,220.32,AA41,918,2024-07-12,33.36680921963808,126.77113
16,223.2,AA41,918,2024-07-12,33.36680921963808,126.77113
17,164.88,AA41,918,2024-07-12,33.36680921963808,126.77113
18,169.92,AA41,918,2024-07-12,33.36680921963808,126.77113
19,61.2,AA41,918,2024-07-12,33.36680921963808,126.77113
2,0,AA41,918,2024-07-12,33.36680921963808,126.77113
20,11.52,AA41,918,2024-07-12,33.36680921963808,126.77113
21,0,AA41,918,2024-07-12,33.36680921963808,126.77113
22,0,AA41,918,2024-07-12,33.36680921963808,126.77113
23,0,AA41,918,2024-07-12,33.36680921963808,126.77113
24,0,AA41,918,2024-07-12,33.36680921963808,126.77113
3,0,AA41,918,2024-07-12,33.36680921963808,126.77113
4,0,AA41,918,2024-07-12,33.36680921963808,126.77113
5,0,AA41,918,2024-07-12,33.36680921963808,126.77113
6,0,AA41,918,2024-07-12,33.36680921963808,126.77113
7,36.72,AA41,918,2024-07-12,33.36680921963808,126.77113
8,126,AA41,918,2024-07-12,33.36680921963808,126.77113
10,465.84,AA41,918,2024-07-12,33.36680921963808,126.77113
1,0,AA39,695.25,2024-07-12,33.505639,126.819182
9,101.76,AA39,695.25,2024-07-12,33.505639,126.819182
11,256.32,AA39,695.25,2024-07-12,33.505639,126.819182
12,184.32,AA39,695.25,2024-07-12,33.505639,126.819182
13,42.24,AA39,695.25,2024-07-12,33.505639,126.819182
14,33.12,AA39,695.25,2024-07-12,33.505639,126.819182
15,42.72,AA39,695.25,2024-07-12,33.505639,126.819182
16,69.6,AA39,695.25,2024-07-12,33.505639,126.819182
17,52.32,AA39,695.25,2024-07-12,33.505639,126.819182
18,48,AA39,695.25,2024-07-12,33.505639,126.819182
19,24.48,AA39,695.25,2024-07-12,33.505639,126.819182
2,0,AA39,695.25,2024-07-12,33.505639,126.819182
20,4.32,AA39,695.25,2024-07-12,33.505639,126.819182
21,0,AA39,695.25,2024-07-12,33.505639,126.819182
22,0,AA39,695.25,2024-07-12,33.505639,126.819182
23,0,AA39,695.25,2024-07-12,33.505639,126.819182
24,0,AA39,695.25,2024-07-12,33.505639,126.819182
3,0,AA39,695.25,2024-07-12,33.505639,126.819182
4,0,AA39,695.25,2024-07-12,33.505639,126.819182
5,0,AA39,695.25,2024-07-12,33.505639,126.819182
6,0.48,AA39,695.25,2024-07-12,33.505639,126.819182
7,14.88,AA39,695.25,2024-07-12,33.505639,126.819182
8,64.32,AA39,695.25,2024-07-12,33.505639,126.819182
10,204.96,AA39,695.25,2024-07-12,33.505639,126.819182
1,0,AF19,723.06,2024-07-12,33.3810434,126.6914632
9,247.68,AF19,723.06,2024-07-12,33.3810434,126.6914632
11,304.56,AF19,723.06,2024-07-12,33.3810434,126.6914632
12,95.76,AF19,723.06,2024-07-12,33.3810434,126.6914632
13,76.32,AF19,723.06,2024-07-12,33.3810434,126.6914632
14,120.96,AF19,723.06,2024-07-12,33.3810434,126.6914632
15,173.52,AF19,723.06,2024-07-12,33.3810434,126.6914632
16,177.12,AF19,723.06,2024-07-12,33.3810434,126.6914632
17,132.48,AF19,723.06,2024-07-12,33.3810434,126.6914632
18,133.2,AF19,723.06,2024-07-12,33.3810434,126.6914632
19,47.52,AF19,723.06,2024-07-12,33.3810434,126.6914632
2,0,AF19,723.06,2024-07-12,33.3810434,126.6914632
20,9.36,AF19,723.06,2024-07-12,33.3810434,126.6914632
21,0,AF19,723.06,2024-07-12,33.3810434,126.6914632
22,0,AF19,723.06,2024-07-12,33.3810434,126.6914632
23,0,AF19,723.06,2024-07-12,33.3810434,126.6914632
24,0,AF19,723.06,2024-07-12,33.3810434,126.6914632
3,0,AF19,723.06,2024-07-12,33.3810434,126.6914632
4,0,AF19,723.06,2024-07-12,33.3810434,126.6914632
5,0,AF19,723.06,2024-07-12,33.3810434,126.6914632
6,0.72,AF19,723.06,2024-07-12,33.3810434,126.6914632
7,28.8,AF19,723.06,2024-07-12,33.3810434,126.6914632
8,101.52,AF19,723.06,2024-07-12,33.3810434,126.6914632
10,378,AF19,723.06,2024-07-12,33.3810434,126.6914632
19,55.44,AF20,894.27,2024-07-12,33.340259,126.689682
18,131.04,AF20,894.27,2024-07-12,33.340259,126.689682
20,11.52,AF20,894.27,2024-07-12,33.340259,126.689682
21,0,AF20,894.27,2024-07-12,33.340259,126.689682
22,0,AF20,894.27,2024-07-12,33.340259,126.689682
23,0,AF20,894.27,2024-07-12,33.340259,126.689682
24,0,AF20,894.27,2024-07-12,33.340259,126.689682
3,0,AF20,894.27,2024-07-12,33.340259,126.689682
4,0,AF20,894.27,2024-07-12,33.340259,126.689682
5,0,AF20,894.27,2024-07-12,33.340259,126.689682
6,0,AF20,894.27,2024-07-12,33.340259,126.689682
7,39.6,AF20,894.27,2024-07-12,33.340259,126.689682
8,110.16,AF20,894.27,2024-07-12,33.340259,126.689682
9,277.2,AF20,894.27,2024-07-12,33.340259,126.689682
1,0,AF20,894.27,2024-07-12,33.340259,126.689682
10,385.92,AF20,894.27,2024-07-12,33.340259,126.689682
11,481.68,AF20,894.27,2024-07-12,33.340259,126.689682
12,319.68,AF20,894.27,2024-07-12,33.340259,126.689682
13,205.92,AF20,894.27,2024-07-12,33.340259,126.689682
14,245.52,AF20,894.27,2024-07-12,33.340259,126.689682
15,301.68,AF20,894.27,2024-07-12,33.340259,126.689682
16,157.68,AF20,894.27,2024-07-12,33.340259,126.689682
17,187.92,AF20,894.27,2024-07-12,33.340259,126.689682
2,0,AF20,894.27,2024-07-12,33.340259,126.689682
1,0,A942,553.5,2024-07-12,33.462491,126.585008
9,175.968,A942,553.5,2024-07-12,33.462491,126.585008
11,271.907,A942,553.5,2024-07-12,33.462491,126.585008
12,209.715,A942,553.5,2024-07-12,33.462491,126.585008
13,67.977,A942,553.5,2024-07-12,33.462491,126.585008
14,37.122,A942,553.5,2024-07-12,33.462491,126.585008
15,107.027,A942,553.5,2024-07-12,33.462491,126.585008
16,31.337,A942,553.5,2024-07-12,33.462491,126.585008
17,19.766,A942,553.5,2024-07-12,33.462491,126.585008
18,35.194,A942,553.5,2024-07-12,33.462491,126.585008
19,19.766,A942,553.5,2024-07-12,33.462491,126.585008
2,0,A942,553.5,2024-07-12,33.462491,126.585008
20,7.232,A942,553.5,2024-07-12,33.462491,126.585008
21,0,A942,553.5,2024-07-12,33.462491,126.585008
22,0,A942,553.5,2024-07-12,33.462491,126.585008
23,0,A942,553.5,2024-07-12,33.462491,126.585008
24,0,A942,553.5,2024-07-12,33.462491,126.585008
3,0,A942,553.5,2024-07-12,33.462491,126.585008
4,0,A942,553.5,2024-07-12,33.462491,126.585008
5,0,A942,553.5,2024-07-12,33.462491,126.585008
6,0,A942,553.5,2024-07-12,33.462491,126.585008
7,10.606,A942,553.5,2024-07-12,33.462491,126.585008
8,59.78,A942,553.5,2024-07-12,33.462491,126.585008
10,292.638,A942,553.5,2024-07-12,33.462491,126.585008
1,0,A943,803.25,2024-07-12,33.272864,126.253309
9,251.28,A943,803.25,2024-07-12,33.272864,126.253309
11,429.84,A943,803.25,2024-07-12,33.272864,126.253309
12,139.68,A943,803.25,2024-07-12,33.272864,126.253309
13,444.24,A943,803.25,2024-07-12,33.272864,126.253309
14,511.92,A943,803.25,2024-07-12,33.272864,126.253309
15,228.24,A943,803.25,2024-07-12,33.272864,126.253309
16,198.72,A943,803.25,2024-07-12,33.272864,126.253309
17,183.6,A943,803.25,2024-07-12,33.272864,126.253309
18,165.6,A943,803.25,2024-07-12,33.272864,126.253309
19,56.16,A943,803.25,2024-07-12,33.272864,126.253309
2,0,A943,803.25,2024-07-12,33.272864,126.253309
20,11.52,A943,803.25,2024-07-12,33.272864,126.253309
21,0,A943,803.25,2024-07-12,33.272864,126.253309
22,0,A943,803.25,2024-07-12,33.272864,126.253309
23,0,A943,803.25,2024-07-12,33.272864,126.253309
24,0,A943,803.25,2024-07-12,33.272864,126.253309
3,0,A943,803.25,2024-07-12,33.272864,126.253309
4,0,A943,803.25,2024-07-12,33.272864,126.253309
5,0,A943,803.25,2024-07-12,33.272864,126.253309
6,0,A943,803.25,2024-07-12,33.272864,126.253309
7,23.04,A943,803.25,2024-07-12,33.272864,126.253309
8,97.92,A943,803.25,2024-07-12,33.272864,126.253309
10,396,A943,803.25,2024-07-12,33.272864,126.253309
1,0,AF17,749.19,2024-07-12,33.38548380238,126.338615819
9,257.76,AF17,749.19,2024-07-12,33.38548380238,126.338615819
11,349.2,AF17,749.19,2024-07-12,33.38548380238,126.338615819
12,94.32,AF17,749.19,2024-07-12,33.38548380238,126.338615819
13,100.8,AF17,749.19,2024-07-12,33.38548380238,126.338615819
14,92.88,AF17,749.19,2024-07-12,33.38548380238,126.338615819
15,28.08,AF17,749.19,2024-07-12,33.38548380238,126.338615819
16,139.68,AF17,749.19,2024-07-12,33.38548380238,126.338615819
17,180.72,AF17,749.19,2024-07-12,33.38548380238,126.338615819
18,51.84,AF17,749.19,2024-07-12,33.38548380238,126.338615819
19,54,AF17,749.19,2024-07-12,33.38548380238,126.338615819
2,0,AF17,749.19,2024-07-12,33.38548380238,126.338615819
20,10.8,AF17,749.19,2024-07-12,33.38548380238,126.338615819
21,0,AF17,749.19,2024-07-12,33.38548380238,126.338615819
22,0,AF17,749.19,2024-07-12,33.38548380238,126.338615819
23,0,AF17,749.19,2024-07-12,33.38548380238,126.338615819
24,0,AF17,749.19,2024-07-12,33.38548380238,126.338615819
3,0,AF17,749.19,2024-07-12,33.38548380238,126.338615819
4,0,AF17,749.19,2024-07-12,33.38548380238,126.338615819
5,0,AF17,749.19,2024-07-12,33.38548380238,126.338615819
6,0,AF17,749.19,2024-07-12,33.38548380238,126.338615819
7,23.76,AF17,749.19,2024-07-12,33.38548380238,126.338615819
8,107.28,AF17,749.19,2024-07-12,33.38548380238,126.338615819
10,394.56,AF17,749.19,2024-07-12,33.38548380238,126.338615819
1,0,AF18,538.98,2024-07-12,33.3668803,126.76875699
9,169.92,AF18,538.98,2024-07-12,33.3668803,126.76875699
11,232.32,AF18,538.98,2024-07-12,33.3668803,126.76875699
12,71.52,AF18,538.98,2024-07-12,33.3668803,126.76875699
13,62.4,AF18,538.98,2024-07-12,33.3668803,126.76875699
14,88.32,AF18,538.98,2024-07-12,33.3668803,126.76875699
15,132.96,AF18,538.98,2024-07-12,33.3668803,126.76875699
16,134.88,AF18,538.98,2024-07-12,33.3668803,126.76875699
17,99.84,AF18,538.98,2024-07-12,33.3668803,126.76875699
18,105.6,AF18,538.98,2024-07-12,33.3668803,126.76875699
19,37.92,AF18,538.98,2024-07-12,33.3668803,126.76875699
2,0,AF18,538.98,2024-07-12,33.3668803,126.76875699
20,7.2,AF18,538.98,2024-07-12,33.3668803,126.76875699
21,0,AF18,538.98,2024-07-12,33.3668803,126.76875699
22,0,AF18,538.98,2024-07-12,33.3668803,126.76875699
23,0,AF18,538.98,2024-07-12,33.3668803,126.76875699
24,0,AF18,538.98,2024-07-12,33.3668803,126.76875699
3,0,AF18,538.98,2024-07-12,33.3668803,126.76875699
4,0,AF18,538.98,2024-07-12,33.3668803,126.76875699
5,0,AF18,538.98,2024-07-12,33.3668803,126.76875699
6,0.48,AF18,538.98,2024-07-12,33.3668803,126.76875699
7,19.68,AF18,538.98,2024-07-12,33.3668803,126.76875699
8,67.2,AF18,538.98,2024-07-12,33.3668803,126.76875699
10,266.88,AF18,538.98,2024-07-12,33.3668803,126.76875699
1,0,AF16,649.74,2024-07-12,33.4119129001,126.3065936846
9,228.96,AF16,649.74,2024-07-12,33.4119129001,126.3065936846
11,445.92,AF16,649.74,2024-07-12,33.4119129001,126.3065936846
12,219.84,AF16,649.74,2024-07-12,33.4119129001,126.3065936846
13,82.08,AF16,649.74,2024-07-12,33.4119129001,126.3065936846
14,112.8,AF16,649.74,2024-07-12,33.4119129001,126.3065936846
15,91.68,AF16,649.74,2024-07-12,33.4119129001,126.3065936846
16,167.52,AF16,649.74,2024-07-12,33.4119129001,126.3065936846
17,108.48,AF16,649.74,2024-07-12,33.4119129001,126.3065936846
18,144.96,AF16,649.74,2024-07-12,33.4119129001,126.3065936846
19,45.12,AF16,649.74,2024-07-12,33.4119129001,126.3065936846
2,0,AF16,649.74,2024-07-12,33.4119129001,126.3065936846
20,8.16,AF16,649.74,2024-07-12,33.4119129001,126.3065936846
21,0,AF16,649.74,2024-07-12,33.4119129001,126.3065936846
22,0,AF16,649.74,2024-07-12,33.4119129001,126.3065936846
23,0,AF16,649.74,2024-07-12,33.4119129001,126.3065936846
24,0,AF16,649.74,2024-07-12,33.4119129001,126.3065936846
3,0,AF16,649.74,2024-07-12,33.4119129001,126.3065936846
4,0,AF16,649.74,2024-07-12,33.4119129001,126.3065936846
5,0,AF16,649.74,2024-07-12,33.4119129001,126.3065936846
6,0.48,AF16,649.74,2024-07-12,33.4119129001,126.3065936846
7,22.56,AF16,649.74,2024-07-12,33.4119129001,126.3065936846
8,104.64,AF16,649.74,2024-07-12,33.4119129001,126.3065936846
10,347.04,AF16,649.74,2024-07-12,33.4119129001,126.3065936846
1,0,AA38,999,2024-07-12,33.341202,126.69891
9,324,AA38,999,2024-07-12,33.341202,126.69891
11,343.44,AA38,999,2024-07-12,33.341202,126.69891
12,309.6,AA38,999,2024-07-12,33.341202,126.69891
13,244.08,AA38,999,2024-07-12,33.341202,126.69891
14,270.72,AA38,999,2024-07-12,33.341202,126.69891
15,333.36,AA38,999,2024-07-12,33.341202,126.69891
16,185.76,AA38,999,2024-07-12,33.341202,126.69891
17,205.2,AA38,999,2024-07-12,33.341202,126.69891
18,153.36,AA38,999,2024-07-12,33.341202,126.69891
19,64.8,AA38,999,2024-07-12,33.341202,126.69891
2,0,AA38,999,2024-07-12,33.341202,126.69891
20,12.96,AA38,999,2024-07-12,33.341202,126.69891
21,0,AA38,999,2024-07-12,33.341202,126.69891
22,0,AA38,999,2024-07-12,33.341202,126.69891
23,0,AA38,999,2024-07-12,33.341202,126.69891
24,0,AA38,999,2024-07-12,33.341202,126.69891
3,0,AA38,999,2024-07-12,33.341202,126.69891
4,0,AA38,999,2024-07-12,33.341202,126.69891
5,0,AA38,999,2024-07-12,33.341202,126.69891
6,0.72,AA38,999,2024-07-12,33.341202,126.69891
7,38.88,AA38,999,2024-07-12,33.341202,126.69891
8,131.76,AA38,999,2024-07-12,33.341202,126.69891
10,529.92,AA38,999,2024-07-12,33.341202,126.69891
1,0,AF14,659.1,2024-07-12,33.4121618,126.3075306346
9,227.04,AF14,659.1,2024-07-12,33.4121618,126.3075306346
11,446.88,AF14,659.1,2024-07-12,33.4121618,126.3075306346
12,230.4,AF14,659.1,2024-07-12,33.4121618,126.3075306346
13,79.2,AF14,659.1,2024-07-12,33.4121618,126.3075306346
14,114.72,AF14,659.1,2024-07-12,33.4121618,126.3075306346
15,93.6,AF14,659.1,2024-07-12,33.4121618,126.3075306346
16,166.08,AF14,659.1,2024-07-12,33.4121618,126.3075306346
17,111.36,AF14,659.1,2024-07-12,33.4121618,126.3075306346
18,151.68,AF14,659.1,2024-07-12,33.4121618,126.3075306346
19,47.04,AF14,659.1,2024-07-12,33.4121618,126.3075306346
2,0,AF14,659.1,2024-07-12,33.4121618,126.3075306346
20,9.12,AF14,659.1,2024-07-12,33.4121618,126.3075306346
21,0,AF14,659.1,2024-07-12,33.4121618,126.3075306346
22,0,AF14,659.1,2024-07-12,33.4121618,126.3075306346
23,0,AF14,659.1,2024-07-12,33.4121618,126.3075306346
24,0,AF14,659.1,2024-07-12,33.4121618,126.3075306346
3,0,AF14,659.1,2024-07-12,33.4121618,126.3075306346
4,0,AF14,659.1,2024-07-12,33.4121618,126.3075306346
5,0,AF14,659.1,2024-07-12,33.4121618,126.3075306346
6,0.48,AF14,659.1,2024-07-12,33.4121618,126.3075306346
7,22.08,AF14,659.1,2024-07-12,33.4121618,126.3075306346
8,103.68,AF14,659.1,2024-07-12,33.4121618,126.3075306346
10,342.72,AF14,659.1,2024-07-12,33.4121618,126.3075306346
1,0,AA40,938.25,2024-07-12,33.340259,126.689682
9,339.12,AA40,938.25,2024-07-12,33.340259,126.689682
11,526.32,AA40,938.25,2024-07-12,33.340259,126.689682
12,329.04,AA40,938.25,2024-07-12,33.340259,126.689682
13,215.28,AA40,938.25,2024-07-12,33.340259,126.689682
14,245.52,AA40,938.25,2024-07-12,33.340259,126.689682
15,325.44,AA40,938.25,2024-07-12,33.340259,126.689682
16,156.24,AA40,938.25,2024-07-12,33.340259,126.689682
17,193.68,AA40,938.25,2024-07-12,33.340259,126.689682
18,132.48,AA40,938.25,2024-07-12,33.340259,126.689682
19,52.56,AA40,938.25,2024-07-12,33.340259,126.689682
2,0,AA40,938.25,2024-07-12,33.340259,126.689682
20,10.8,AA40,938.25,2024-07-12,33.340259,126.689682
21,0,AA40,938.25,2024-07-12,33.340259,126.689682
22,0,AA40,938.25,2024-07-12,33.340259,126.689682
23,0,AA40,938.25,2024-07-12,33.340259,126.689682
24,0,AA40,938.25,2024-07-12,33.340259,126.689682
3,0,AA40,938.25,2024-07-12,33.340259,126.689682
4,0,AA40,938.25,2024-07-12,33.340259,126.689682
5,0,AA40,938.25,2024-07-12,33.340259,126.689682
6,0,AA40,938.25,2024-07-12,33.340259,126.689682
7,43.92,AA40,938.25,2024-07-12,33.340259,126.689682
8,146.16,AA40,938.25,2024-07-12,33.340259,126.689682
10,442.08,AA40,938.25,2024-07-12,33.340259,126.689682
1,0,AF15,709.02,2024-07-12,33.340259,126.689682
9,240.96,AF15,709.02,2024-07-12,33.340259,126.689682
11,400.32,AF15,709.02,2024-07-12,33.340259,126.689682
12,253.44,AF15,709.02,2024-07-12,33.340259,126.689682
13,164.64,AF15,709.02,2024-07-12,33.340259,126.689682
14,194.4,AF15,709.02,2024-07-12,33.340259,126.689682
15,246.24,AF15,709.02,2024-07-12,33.340259,126.689682
16,121.92,AF15,709.02,2024-07-12,33.340259,126.689682
